id,name,end_page,section_id,level_id,created_at,updated_at,writer,publisher,start_page,link,brief,language_id,type_id
74,تأسيس عقلية الطفل,170,3,2,11/28/2022 2:09,4/5/2023 22:21,عبد الكريم بكّار.,دار وجوه للنشر و التوزيع,1,https://www.osboha180.com/rack/bookDesc?id=115,"إنّ الهدف من التّربية هو تنشئة جيل ملتزم بتعاليم دينه، قادر على التّعامل مع معطيات زمانه، منضبط ذاتياً، ومقدّر للمسؤوليّات الملقاة على عاتقة؛ وهذا لن يتمّ إلاّ من خلال وجود مربّين يملكون ثقافة تربويّة جيّدة، ولهم وضعيّة سلوكيّة قويمة.
والحقيقة أنّ الطّفل الجيّد هو الذي يتلقّى لتربية جيّدة، والتّربية الجيّدة تحتاج إلى اهتمام ورعاية ومتابعة، كما تحتاج إلى معرفة وممارسة، وفي ظنّي أنّ المربّين يحتاجون اليوم إلى أمرين مهمّين:
- تعلّم الأساليب والممارسات الصّحيحة في تربية الأبناء.
- معرفة عدد جيّد من المفاهيم والرؤى التي تتّصل بحوانب الحياة المختلفة، وقد قام الكاتب بتأليف هذا الكتاب من أجل تلبية هذين الأمرين معاً وشرحهما على أفضل وجه ممكن .",1,1
75,تحت راية القرآن,414,6,2,11/28/2022 2:09,4/4/2023 2:50,مصطفى صادق الرافعي,دار الكتاب العربي,1,https://www.osboha180.com/evaluation/books/116b.pdf,"يجمع الكتاب مقالاتٍ تمّ نشرها في الصّحف والمجلاّت في النّصف الأوّل من القرن العشرين تعكس صورةً حيّة عن المعارك الأدبيّة والسّجالات النّقدية بين الكاتب ومعاصريه، محورها الصّراع بين الجديد والقديم ، ويدافع من خلالها  الرافعيّ عن القرآن الكريم واللّغة العربيّة ضدّ أنصار التّجديد ومن أبرزهم طه حسين . 
وقد أراد الكاتب التصدّي لأولئك المجدّدين الذين أثارت أفكارهم موجة عاتية من النّقد والجدال الذي أخذ عدّة نواحي فكريّة ودينيّة وأدبيّة.. وقد اِرتكز الرّافعيّ في دفاعه على ذخيرته من الثّقافة الإسلاميّة خاصةً آيات القرآن الكريم وتفسيره، فكان هذا الدّفاع تحت راية القرآن العظيم.",1,1
78,فلسفة التاريخ الفكر الاستراتيجي في فهم التاريخ,179,2,2,11/28/2022 2:09,4/8/2023 19:52,جاسم محمد سلطان,ام القرى,1,https://www.osboha180.com/evaluation/books/119b.pdf,هذه حلقة من سلسلة أدوات القادة التي تشكل جزءاً من القاعدة المعرفية للقائد. ووظيفة هذه الحلقة هي: تعزيز التفكير التأملي عند القادة، تكوين مداخل تفسيرية متعددة لنشوء الدول والحضارات وسقوطها، مما يتيح أدوات مهمة تساعد في المناقشات والحوارات، يضع عليها القائد أساساً للتفكير المنهجي فيما يعترضه من مشاكل وأسئلة، تدور حول كيفية التحرك والنهوض بالمجتمعات، ولا يستغني أي قائد عن فهم القوانين الحاكمة لبناء الأمم وسقوطها. فدور قادة النهضات والعاملين لها هو استنهاض الأمة، ومعرفة هذه القوانين وتوظيفها واستخدامها في عملية النهضة أمر في غاية الضرورة.,1,1
80,التفكير الاستراتيجي والخروج من المأزق الراهن,339,2,3,11/28/2022 2:09,4/5/2023 1:07,جاسم محمد سلطان,ام القرى,1,https://www.osboha180.com/evaluation/books/121b.pdf,"يُقدّم لنا الكاتب هذا الكتاب القيّم الذي يعتني بعقل القائد ويرشده إلى طرق التفكير المتعدّدة، التي تمكّنه من رؤية الواقع وفهمه، واِستشراف المستقبل والسّعي لامتلاك أدوات صناعته. كما يسلّط الضّوء على موضوع الاستراتيجيّة حيث يتناوله من عدّة زوايا حتّى يتمكّن من تبيّن أهميّة الموضوع، واِستيضاح معالمه بالقدر الذي وصلت إليه الدّراسات في هذا المجال. فالفكر الاستراتيجي ضروريّ جدًا لبناء الحضارات، وصناعة التحوّلات، لأنّه يكسب القائد عقلاً جديداً فعّالاً.
وقد وضع الكاتب فيه خبرة ربع قرن في مجال الفكر الاستراتيجيّ، قراءة وممارسة وتطبيقًا. وحاول تبسيط الموضوع وإزالة ما يُثير اللّبس على أصل الفكرة.",1,1
81,قواعد في الممارسة السياسية,171,7,2,11/28/2022 2:09,4/15/2023 20:29,جاسم محمد سلطان,مؤسسة أم القرى,1,https://www.osboha180.com/evaluation/books/122b.pdf,وفي هذه اللحظة التاريخية التي يتصاعد فيها صدى التحولات العالمية حتى يصم الآذان .. وتغيب الأحلام، وتنبعث من تحت الركام التاريخي الطويل أمتنا، عارية الصدر في وجه تحديات جسام وأمم تتسابق لتحصيل المنعة والقوة والتفوق .. ورغم أن المشهد يبدو قاتماً للوهلة الأولى فإن المدرك لحركة التاريخ يعلم أن فجر كل نهضة يسبقه ليل طويل، وكما انطلقت أمم الأرض جميعها تنطلق أمتنا اليوم، وهي ولا شك قادرة على تحصيل أسباب القوة والمنعة ولو بعد حين .. تلك هي الآمال والأحلام، لذا فإننا نتقدم بمشروع النهضة لنجيب على التساؤلات ونحدد الاحتياجات ونبعث الأمل.,1,1
82,جيوبوليتيك - الجغرافيا والحلم العربي القادم,210,2,3,11/28/2022 2:09,4/4/2023 14:10,جاسم محمد سلطان,تمكين للابحاث والنشر,1,https://www.osboha180.com/evaluation/books/123b.pdf,.,1,1
83,لحظة الإقلاع وتساؤلات المرحلة,94,2,3,11/28/2022 2:09,4/19/2023 19:39,جاسم محمد سلطان,تمكين للابحاث والنشر,1,https://www.osboha180.com/evaluation/books/124b.pdf,"بعمقٍ وموضوعيّة يشرح لنا الكاتب كيف وصلنا للّحظة التي نحن فيها، ثم ماذا تقول لنا الأحداث الجارية هنا وهناك، هو محاولة جادّة في بيان مالا يقال لنا لأسبابٍ عديدة، مالا يقوله السياسيّون ولا تقوله القنوات، ستقرؤه في هذا الكتاب.
وفيه خلاصة لرحلة مشروعٍ لم يدّخر جهداً في المساهمة في بناء العقل الشّبابيّ العربيّ، أسئلة هذا المشروع، كيف بدأ وكيف اِستمرّ وما هي أولياته؟ وكيف نستفيد منه؟ 
إجابات لا تنقصها الشّفافيّة، جمع فيها الكاتب بين عمق المفكّر وجرأة الباحث، ونفسيّة المرشد الاجتماعي الحريص على إيصال الفكرة بسلامة ويسر.
في ثنايا هذا الكتاب تفكير بصوت مكتوب، تفكير من أجل العمل والفعاليّة، فكر يحتاجه كل حريص على مصلحة وطنه ومجتمعه، هي رحلة شيّقة سترحل فيها في اتجاه المستقبل الذي نحلم به جميعاً..",1,1
84,27 خرافة شعبية عن القراءة,138,6,2,11/28/2022 2:09,4/3/2023 1:58,ساجد العبدلي وعبد المجيد حسين تمراز,دار العربية للعلوم ناسرون,1,https://www.osboha180.com/evaluation/books/128b.pdf,في كلّ مجتمع خرافات يتناقلها النّاس عبر الأزمان حول كلّ شيء من حولهم. ونحن في المجتمعات العربيّة لدينا كذلك خرافات نسجت حول فعل القراءة، بعضها مضحك وبعضها ينطوي على مغالطات والبعض الآخر غريب جداً. هذه الخرافات أعاقت اِنتشار القراءة ونموّها على المستوى الشّخصي والجمعي في مجتمعاتنا العربيّة، ومن هنا حاول الكتاب معالجة هذه الخرافات بوضعها على طاولة التّشريح لتوضيح تفاصيلها وسياقاتها وكيف يمكن الردّ عليها، لتصبح مجتمعاتنا العربيّة قارئة، محبّة للمعرفة، محبّة للكتاب..,1,1
86,مذكرات السلطان عبد الحميد الثاني,318,5,2,11/28/2022 2:09,4/15/2023 6:37,محمد حرب,دار الحياة,1,https://www.osboha180.com/evaluation/books/130b.pdf,ترجع أهمية هذا الكتاب إلى أنه يبين لنا وجهة نظر السلطان عبد الحميد لما جرى من أحداث عزله والقضاء على تاريخ الخلافة الإسلامية والتي طالما سمعناها من أعدائه الذين صوروه بصورة المستبد . يضم الكتاب مقدمة المترجم التي تحدث فيها عن سيرة السلطان عبد الحميد، ومذكراته التي تحوي مواقفه وخواطره وتحليله للأحداث التي حصلت فيكشف الخبايا ويربط الوقائع ويبين الأسباب بطريقة ميسرة .,1,1
87,ابق قوياً,370,1,2,11/28/2022 2:09,4/15/2023 2:38,ديمي لوفاتو,مكتبة جرير,1,https://www.osboha180.com/evaluation/books/131b.pdf,كتاب ابق قويا هو مزيج بين التنمية و السيرة الذاتية، و هو عبارة عن مذكرات تكتب بشكل مستمر لـمدة سنة أي 365 يوم، تحتوي مذكرات ديمي على اقتباسات من كتب، كلمات خاصة، نصائح، اقتراحات، تأملات، أهداف يومية و خواطر. الكاتبة تشارك المعجبين مشاعرها و مشاكلها الشخصية، أملاً منها في مساعدتهم و منحهم القوة و الالهام، و طبعاً نجحت في هذه المهمة بشكل كبير. يجب أن نتجاوز ثقافة الصمت و الخوف من الحديث عن بعض المشاكل و المواضيع، نحن في عالم مفتوح و لسنا في أقفاص. الأروع في الكتاب أن ديمي تشارك الآخرين ما تعلمته من هذه الحياة باسلوب بسيط، حميمي و قريب من القلوب. هذا الكتاب لجميع الأعمار لكنه يناسب بشكل خاص المراهقين و الشباب (الكثير منهم لا يجد أحداً يفهمه) و أجده مثالي للأشخاص الذين يشعرون بالملل من المطالعة. لأن أسلوبه سهل و لا توجد قصة بأحداث بل فقط مذكرات يومية ملهمة.,1,1
